age,month_application,date_application,employment_status,gender,loan_purpose,loan_amount_range,loan_amount
50,September,17/09/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",7500
50,February,08/02/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2200
50,April,05/04/2019,FULL TIME,Male,Home,"15,001 - 25,000",25000
50,August,16/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
50,August,06/08/2019,FULL TIME,FEMALE,Home,"15,001 - 25,000",20000
50,May,30/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
50,December,02/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
50,July,03/07/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",10000
50,January,07/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
50,December,14/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
50,March,04/03/2019,FULL TIME,Male,Car,"10,001 - 15,000",12000
51,September,04/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1300
51,July,27/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",4500
51,May,22/05/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2000
51,April,23/04/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",900
51,December,20/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",631
51,March,16/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
51,April,10/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
51,August,09/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
51,November,29/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
51,February,21/02/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
51,June,19/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",260
51,December,12/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
51,April,20/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
51,September,02/09/2019,FULL TIME,Male,Student,"5,001 - 10,000",10000
51,September,26/09/2019,HOMEMAKER,FEMALE,Home,"1,001 - 5,000",2500
51,December,21/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
51,November,29/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
51,October,11/10/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",5000
51,March,16/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
51,February,23/02/2019,PART TIME,Male,Car,"1,001 - 5,000",4000
51,August,10/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
51,March,06/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
51,November,07/11/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",9970
51,July,12/07/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",6500
51,August,02/08/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",4000
51,November,07/11/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",4000
51,March,04/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",9000
51,December,21/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
51,May,10/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
51,March,29/03/2019,FULL TIME,Male,Home,"0 - 1,000",0
51,June,01/06/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
51,August,30/08/2019,FULL TIME,Male,Personal,"0 - 1,000",200
51,June,07/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
51,January,19/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2300
51,November,04/11/2019,FULL TIME,Male,Car,"0 - 1,000",1000
51,November,25/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",3000
51,January,24/01/2019,FULL TIME,Male,Home,"0 - 1,000",800
51,March,01/03/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
51,May,16/05/2019,FULL TIME,Male,Personal,"0 - 1,000",400
51,July,26/07/2019,FULL TIME,Male,Personal,"0 - 1,000",500
51,November,13/11/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
51,June,17/06/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
51,March,01/03/2019,FULL TIME,Male,Student,"1,001 - 5,000",2000
51,November,01/11/2019,FULL TIME,Male,Personal,"15,001 - 25,000",25000
51,October,03/10/2019,FULL TIME,Male,Agri,"10,001 - 15,000",11100
51,May,23/05/2019,FULL TIME,Male,Personal,"0 - 1,000",500
51,August,03/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
51,September,17/09/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
51,April,05/04/2019,FULL TIME,Male,Home,"10,001 - 15,000",12000
51,April,11/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
51,August,13/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
51,October,18/10/2019,FULL TIME,Male,Home,"0 - 1,000",500
51,November,15/11/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
51,December,21/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
51,May,31/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",4500
51,June,13/06/2019,PART TIME,FEMALE,Personal,"15,001 - 25,000",20000
51,August,09/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
51,November,28/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
51,May,14/05/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",10162
51,October,18/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",4000
51,August,19/08/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1300
51,June,05/06/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",6000
51,July,18/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
51,January,03/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
51,July,05/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
51,June,12/06/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",7000
51,December,06/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
51,August,23/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
51,January,07/01/2019,PART TIME,FEMALE,Personal,"0 - 1,000",300
51,January,24/01/2019,PART TIME,FEMALE,Personal,"0 - 1,000",400
51,May,10/05/2019,PART TIME,FEMALE,Personal,"0 - 1,000",600
51,July,10/07/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",8000
51,October,24/10/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
51,June,20/06/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",5000
51,April,29/04/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
51,July,11/07/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",3500
51,December,19/12/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2500
51,May,28/05/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",1600
51,March,29/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
51,August,07/08/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",3500
51,March,27/03/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
51,October,12/10/2019,FULL TIME,Male,Home,"5,001 - 10,000",6000
52,January,22/01/2019,PART TIME,FEMALE,Personal,"15,001 - 25,000",20000
52,April,05/04/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",21000
52,November,23/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2200
52,November,06/11/2019,UNEMPLOYED,Male,Car,"0 - 1,000",500
52,December,20/12/2019,UNEMPLOYED,Male,Car,"0 - 1,000",300
52,July,26/07/2019,FULL TIME,FEMALE,Home,"0 - 1,000",800
52,December,20/12/2019,FULL TIME,FEMALE,Home,"0 - 1,000",600
52,August,03/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1600
52,April,09/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
52,October,11/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
52,November,07/11/2019,FULL TIME,Male,Personal,"5,001 - 10,000",9500
52,September,16/09/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
52,February,08/02/2019,FULL TIME,FEMALE,Car,"25,001 - 50,000",25656.18
52,May,30/05/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
52,September,06/09/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
52,January,23/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
52,March,05/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
52,June,26/06/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
52,December,13/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
52,May,30/05/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",553
52,November,07/11/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",4000
52,September,27/09/2019,SOCIAL WELFARE,FEMALE,Car,"1,001 - 5,000",5000
52,March,06/03/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",6500
52,June,28/06/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
52,June,17/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
52,August,08/08/2019,FULL TIME,Male,Car,"10,001 - 15,000",14500
52,August,16/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
52,December,23/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",1700
52,August,24/08/2019,FULL TIME,Male,Student,"1,001 - 5,000",3000
52,March,25/03/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
52,August,02/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",3100
52,March,30/03/2019,PART TIME,Male,Home,"1,001 - 5,000",5000
52,November,27/11/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7000
52,January,04/01/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1300
52,December,04/12/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",3300
52,May,10/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
52,December,13/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
52,October,03/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
52,May,04/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
52,August,10/08/2019,FULL TIME,Male,Car,"10,001 - 15,000",15000
52,January,11/01/2019,FULL TIME,Male,Home,"1,001 - 5,000",1300
52,April,04/04/2019,FULL TIME,Male,Car,"0 - 1,000",800
52,July,08/07/2019,FULL TIME,Male,Car,"0 - 1,000",800
52,October,23/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
52,April,12/04/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8000
52,March,25/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
52,July,18/07/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",8500
52,September,07/09/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
52,April,13/04/2019,PART TIME,FEMALE,Personal,"0 - 1,000",300
52,April,17/04/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",4000
52,March,12/03/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
52,August,09/08/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
52,December,19/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
52,January,25/01/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8000
52,August,19/08/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",0
52,January,11/01/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1500
52,July,26/07/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
52,December,18/12/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
52,January,04/01/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",1000
52,July,13/07/2019,SOCIAL WELFARE,FEMALE,Personal,"1,001 - 5,000",2000
52,December,11/12/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",500
52,April,04/04/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",7000
52,January,18/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
52,November,07/11/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
52,March,16/03/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9400
52,January,15/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
52,September,09/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
52,May,31/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
52,March,22/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",4000
52,April,18/04/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
52,May,30/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
52,December,07/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
52,August,28/08/2019,PART TIME,Male,Personal,"1,001 - 5,000",3000
52,May,07/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",420
52,July,10/07/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
52,September,11/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
52,January,02/01/2019,FULL TIME,Male,Student,"1,001 - 5,000",4500
52,January,16/01/2019,RETIRED,Male,Agri,"5,001 - 10,000",7500
52,August,23/08/2019,FULL TIME,Male,Agri,"5,001 - 10,000",9000
53,January,18/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
53,February,16/02/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
53,July,05/07/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
53,January,05/01/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
53,August,07/08/2019,FULL TIME,Male,Personal,"0 - 1,000",500
53,November,09/11/2019,FULL TIME,Male,Home,"15,001 - 25,000",18000
53,August,24/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",2000
53,March,11/03/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",500
53,December,07/12/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",250
53,April,03/04/2019,FULL TIME,Male,Home,"25,001 - 50,000",40000
53,July,12/07/2019,UNEMPLOYED,Male,Home,"0 - 1,000",500
53,December,19/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",300
53,May,17/05/2019,FULL TIME,Male,Home,"25,001 - 50,000",40000
53,July,23/07/2019,FULL TIME,Male,Home,"15,001 - 25,000",20000
53,September,06/09/2019,FULL TIME,Male,Home,"15,001 - 25,000",20000
53,November,13/11/2019,FULL TIME,Male,Home,"15,001 - 25,000",20000
53,January,26/01/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
53,April,23/04/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
53,October,14/10/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
53,March,15/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3500
53,September,27/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
53,August,23/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
53,November,11/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1750
53,August,14/08/2019,SOCIAL WELFARE,Male,Car,"1,001 - 5,000",5000
53,March,22/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",324
53,September,10/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
53,December,16/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
53,August,20/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
53,February,11/02/2019,FULL TIME,Male,Personal,"5,001 - 10,000",8300
53,April,15/04/2019,FULL TIME,FEMALE,Personal,"25,001 - 50,000",29000
53,April,12/04/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
53,August,26/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
53,November,18/11/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1450
53,August,30/08/2019,FULL TIME,Male,Personal,"5,001 - 10,000",5730
53,July,06/07/2019,FULL TIME,Male,Car,"5,001 - 10,000",8000
53,July,27/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
53,December,20/12/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
53,November,08/11/2019,FULL TIME,Male,Personal,"25,001 - 50,000",35000
53,March,21/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
53,August,02/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
53,August,15/08/2019,FULL TIME,Male,Student,"1,001 - 5,000",4000
53,July,01/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
53,December,04/12/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
53,March,06/03/2019,FULL TIME,Male,Car,"5,001 - 10,000",7500
53,January,18/01/2019,FULL TIME,Male,Agri,"25,001 - 50,000",45000
53,March,14/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7000
53,March,25/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
53,April,02/04/2019,FULL TIME,Male,Agri,"25,001 - 50,000",30000
53,April,25/04/2019,FULL TIME,Male,Personal,"0 - 1,000",600
53,July,24/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
53,September,17/09/2019,FULL TIME,Male,Home,"0 - 1,000",500
53,June,15/06/2019,FULL TIME,Male,Agri,"5,001 - 10,000",10000
53,November,08/11/2019,FULL TIME,Male,Car,"10,001 - 15,000",13000
53,April,24/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
53,January,31/01/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",900
53,July,22/07/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",6500
53,April,15/04/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3000
53,May,28/05/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
53,October,11/10/2019,PART TIME,FEMALE,Car,"10,001 - 15,000",14300
53,May,27/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
53,August,01/08/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9000
53,April,17/04/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9000
53,July,31/07/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
53,November,26/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
53,May,24/05/2019,FULL TIME,FEMALE,Home,"0 - 1,000",900
53,November,22/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
53,November,05/11/2019,FULL TIME,FEMALE,Home,"50,001 - 100,000",90000
53,February,11/02/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1800
53,September,23/09/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1200
53,September,14/09/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",2000
53,November,07/11/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",1500
53,December,04/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",496.92
53,October,16/10/2019,PART TIME,Male,Personal,"1,001 - 5,000",3000
54,June,29/06/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
54,December,20/12/2019,UNEMPLOYED,Male,Home,"0 - 1,000",350
54,June,29/06/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",5000
54,July,19/07/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",4000
54,May,31/05/2019,FULL TIME,FEMALE,Home,"50,001 - 100,000",60000
54,February,27/02/2019,FULL TIME,Male,Agri,"1,001 - 5,000",5000
54,November,30/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",3500
54,May,01/05/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",3000
54,March,19/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",214
54,August,16/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
54,March,22/03/2019,PART TIME,FEMALE,Home,"25,001 - 50,000",32300
54,November,05/11/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",10000
54,January,18/01/2019,FULL TIME,Male,Agri,"25,001 - 50,000",30000
54,May,20/05/2019,FULL TIME,FEMALE,Home,"15,001 - 25,000",18800
54,August,22/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",190
54,December,30/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",200
54,June,21/06/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2000
54,July,24/07/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",1000
54,August,16/08/2019,PART TIME,Male,Home,"1,001 - 5,000",4798.05
54,May,03/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
54,November,05/11/2019,FULL TIME,Male,Student,"1,001 - 5,000",1550
54,February,21/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
54,October,29/10/2019,FULL TIME,Male,Personal,"0 - 1,000",0
54,July,08/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
54,March,01/03/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
54,October,04/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
54,September,06/09/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
54,December,30/12/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
54,September,19/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4600
54,May,02/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
54,July,05/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
54,January,31/01/2019,PART TIME,Male,Personal,"0 - 1,000",500
54,April,09/04/2019,PART TIME,Male,Personal,"0 - 1,000",650
54,July,15/07/2019,PART TIME,Male,Personal,"1,001 - 5,000",1250
54,October,02/10/2019,PART TIME,Male,Personal,"0 - 1,000",300
54,August,30/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
54,May,10/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",8000
54,February,06/02/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
54,February,11/02/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1300
54,April,08/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
54,November,08/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
54,May,24/05/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2500
54,December,20/12/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1794
54,December,12/12/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",3000
54,April,20/04/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3500
54,October,24/10/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",11000
54,September,13/09/2019,PART TIME,FEMALE,Home,"10,001 - 15,000",15000
54,January,02/01/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",10000
54,December,13/12/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",1300
54,June,04/06/2019,FULL TIME,Male,Car,"1,001 - 5,000",3000
54,October,18/10/2019,FULL TIME,Male,Car,"1,001 - 5,000",3000
54,March,21/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",8000
54,August,27/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
54,July,16/07/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
55,February,16/02/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
55,July,17/07/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
55,December,13/12/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7000
55,March,04/03/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",9570
55,November,16/11/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
55,March,02/03/2019,FULL TIME,Male,Car,"10,001 - 15,000",15000
55,January,31/01/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",1000
55,October,22/10/2019,SOCIAL WELFARE,FEMALE,Personal,"1,001 - 5,000",2000
55,January,12/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3567.61
55,May,24/05/2019,HOMEMAKER,FEMALE,Home,"10,001 - 15,000",12000
55,October,03/10/2019,PART TIME,Male,Home,"1,001 - 5,000",3000
55,November,16/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
55,January,05/01/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2500
55,January,21/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",248
55,July,26/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",257
55,February,28/02/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
55,January,07/01/2019,FULL TIME,Male,Agri,"5,001 - 10,000",10000
55,February,15/02/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
55,August,26/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4760.64
55,January,26/01/2019,PART TIME,FEMALE,Personal,"0 - 1,000",330
55,February,22/02/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1300
55,April,24/04/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
55,May,10/05/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
55,August,15/08/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
55,August,01/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3500
55,January,14/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",300
55,February,25/02/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",160
55,March,25/03/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
55,July,15/07/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
55,August,26/08/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
55,November,18/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",250
55,December,03/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",250
55,January,17/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
55,July,29/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",600
55,December,10/12/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",1200
55,May,20/05/2019,FULL TIME,Male,Car,"10,001 - 15,000",13500
55,January,18/01/2019,UNEMPLOYED,Male,Car,"0 - 1,000",650
55,November,11/11/2019,FULL TIME,Male,Car,"15,001 - 25,000",16000
55,January,18/01/2019,FULL TIME,Male,Personal,"10,001 - 15,000",12750
55,September,28/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
55,February,09/02/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1500
55,February,07/02/2019,FULL TIME,Male,Agri,"1,001 - 5,000",2000
55,March,29/03/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
55,October,08/10/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
55,March,30/03/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
